course_id,title,description,category,difficulty,rating,num_ratings,source,url
cross-cultural-communication-business,Cross Cultural Communication Business,It was an amazing experience to me for the very first time I studied online. I learned a lot.  I enjoyed learning with COURSERA,Computer Science,Intermediate,4.6,5,Coursera,https://www.coursera.org/learn/cross-cultural-communication-business
cryo-em,Cryo Em,"Great course with clear explanations and very entertaining topics! Didn't expect to cover so many aspects of cryo-EM, would recommend it to everyone interested/working in structural biology or science...",Science,Beginner,4.85,33,Coursera,https://www.coursera.org/learn/cryo-em
crypto,The,This was a very helpful introductory course I would recommend to anyone with no experience.  Lectures were clear and easily understood.  Well structured course,Computer Science,Beginner,4.77,173,Coursera,https://www.coursera.org/learn/crypto
cryptocurrency,The,Extraordinary!! very comprehensive course on bitcoin related technologies and economic theory Great course.  Love to see more of this material. Please find my promotion for it here on the first blockc...,Computer Science,Beginner,4.42,85,Coursera,https://www.coursera.org/learn/cryptocurrency
cryptography,This,"Sadly, I was unable to comprehend everything I had seen.  :( A very informative and easily understandable course! I always fancied math, but never really got deep into it, so some of the primitives di...",Computer Science,Beginner,4.33,51,Coursera,https://www.coursera.org/learn/cryptography
cs-tech-interview,Cs Tech Interview,"This is actually a skill on his own.  Nice you made a course just on this.  good course, but the way it is required to be done sucks Very helpful course, thank you! Nice but only for those who search ...",Computer Science,Beginner,4.43,56,Coursera,https://www.coursera.org/learn/cs-tech-interview
csharp-gaoji-biancheng,Csharp Gaoji Biancheng,simple but helpful，very like the professer!,Computer Science,Beginner,5.0,1,Coursera,https://www.coursera.org/learn/csharp-gaoji-biancheng
current-control,Current Control,"Overall great course, homework problems could be a little muddy at time and the significant figures asked for can be unnecessarily tedious An excellent theoretical and practical introduction to averag...",Engineering,Beginner,4.71,17,Coursera,https://www.coursera.org/learn/current-control
cyber-conflicts,Cyber Conflicts,nice course.  however would have liked more specific examples of cyber conflicts along with how they were resolved to each country's satisfaction ( if there are any such examples to look at ).  Thank ...,Computer Science,Beginner,4.16,62,Coursera,https://www.coursera.org/learn/cyber-conflicts
cyber-security-capstone,Cyber Security Capstone,"The link to down I paid the course and the course seem to be no longer supported, I tried without success to switch session , in summary : You paid and don't get to follow the course, incredible :-( ....",Computer Science,Advanced,2.33,3,Coursera,https://www.coursera.org/learn/cyber-security-capstone
cyber-security-domain,Cyber Security Domain,"A nice one indeed , felt good being challenged . .",Computer Science,Beginner,3.79,254,Coursera,https://www.coursera.org/learn/cyber-security-domain
cybersecurity-and-x-factor,Cybersecurity And X Factor,"Simply awesome! Good course Great course, understanding that our biggest security threat is our own behaviour is key to building cybersecurity.  There is a lot of practical and actionable information ...",Computer Science,Advanced,4.25,12,Coursera,https://www.coursera.org/learn/cybersecurity-and-x-factor
cybersecurity-mobility,Cybersecurity Mobility,"Fabulous course, great content would recommend to anyone in IT.  Wholesome experience Really great introduction course for IOT and BYOD devices.  Would be better if this course includes guidelines and...",Business,Beginner,4.21,28,Coursera,https://www.coursera.org/learn/cybersecurity-mobility
da-xue-hua-xue,Da Xue Hua Xue,非常的简介明了 就是测试题难度有点不足 很好的课程 讲得很好！ 清楚傳授解惑增長知識，收穫良多！ 好好好好好好好 Excellent 讲的还好 nice 卞江老师的课超级好，是我听过能激起学生学习兴趣为数不多的课程，希望自己能够坚持学习完该课程，为自己奠定基础知识。 老师讲的很全面，很细致，用平常的话语很好的帮助我们理解知识。适合大学生们学习，尤其是学习无机的时候 g 合适的化学程度，适合高二对化...,Computer Science,Intermediate,4.92,13,Coursera,https://www.coursera.org/learn/da-xue-hua-xue
dairy-production,Dairy Production,Excellent Course! Well Taught!! love it The course was wonderful and was well lectured.  Great Course very informative and easy to follow It is a very informative course and I have learned some new da...,Computer Science,Beginner,4.76,49,Coursera,https://www.coursera.org/learn/dairy-production
dangdai-yingyong-xinli-xue,Dangdai Yingyong Xinli Xue,课程很好 但上课的人很少 同伴作业等了两期才批改完 刘教授的课程，条理清晰，思维清晰。 老师讲的内容层次清晰 内容是很丰富很好，就是老师讲课时说话有点断断续续…… 這門課程精心設計與製作，可以涵蓋當代生活中，個人與人群所關聯的主要心理學應用課題。 很好，很耐性，讲得很慢，很详细，很有带领性，带着学员一步一步了解心理学，懂得心理学。 对于应用心理学入门很棒的一门课程。 bravo Recommend...,Computer Science,Intermediate,4.5,12,Coursera,https://www.coursera.org/learn/dangdai-yingyong-xinli-xue
daojiao,Good Introduction,Good Introduction 和之前看过的另外一门课中的内容相差不大，有少许补充。讲师用的是中国大陆典型的马哲解析道家智慧，简单清晰，但笼统而不深入。 老师讲得好，但课程维护需要加强 谢谢老师的讲解，让我对道家文化有了进一步的了解。里面提到的知识和理论对人的一生都有益。 极好 讲的比较浅显易懂，对老子和庄子两位中国古代哲学家其人物生平以及作品进行了一个概述，有助于我们了解人物的一些背景，这一...,Computer Science,Beginner,4.33,9,Coursera,https://www.coursera.org/learn/daojiao
daoyan-siwei-weiyingren,Daoyan Siwei Weiyingren,适合初学者入门的一个课程 有趣的课程 老师讲课非常精彩 简单易懂 上完課之後對微電影有了非常完整的大概念，從各角度切入的課程非常深入，非常精彩，整個課程沒有一點枯燥乏味之處。,Computer Science,Intermediate,4.8,5,Coursera,https://www.coursera.org/learn/daoyan-siwei-weiyingren
data-analysis-applications,Data Analysis Applications,"Есть места, которые нужно поправить: в задании на программирование первой недели почетче сформулировать определение метрик, в злобном квизе вынести сложный вопрос в отдельный квиз или упростить. В ост...",Computer Science,Intermediate,3.91,23,Coursera,https://www.coursera.org/learn/data-analysis-applications
data-analysis-capstone,Data Analysis Capstone,Useful and interesting Great course.  I was very pleased to see how all the individual specializations came together in the development my capstone report.  I had to go back and re-learn some aspects ...,Computer Science,Intermediate,4.67,3,Coursera,https://www.coursera.org/learn/data-analysis-capstone
data-analysis-project,Data Analysis Project,"Не смотря на небольшие недочеты в материалах курса, все получилось. Просьба к организаторам пересмотреть подходы к тестированию функций, которые необходимо разрабатывать в рамках заданий.  Предложенны...",Data Science,Intermediate,4.93,15,Coursera,https://www.coursera.org/learn/data-analysis-project
data-analysis-tools,Data Analysis Tools,Excellent course and excellent specialization.  The classes were well taught and easy to understand.  Thank you very much for creating this course,Computer Science,Beginner,4.36,50,Coursera,https://www.coursera.org/learn/data-analysis-tools
data-analytics-business,Data Analytics Business,"Practical and informative course for those who want to have an overview of current trends of Business Analytics.  That was a great course to start with.  I started to work as a BA, and taking this cou...",Data Science,Beginner,4.62,21,Coursera,https://www.coursera.org/learn/data-analytics-business
data-analytics-for-lean-six-sigma,Data Analytics For Lean Six Sigma,An amazing course . Very crisp and clear.  Thank you Dr,Data Science,Beginner,4.85,20,Coursera,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma
data-cleaning,Data Cleaning,"Really great course material.  I spent way too much time on the exams and projects, because i believe not enough information was given (had to spend a lot of time searching through discussion forums, ...",Computer Science,Advanced,4.29,392,Coursera,https://www.coursera.org/learn/data-cleaning
data-collection-framework,Data Collection Framework,Great overview of designed and organic data collection! I feel more confident interpreting and understanding survey results and providing input on community-based research projects.  Some of the readi...,Data Science,Beginner,4.17,23,Coursera,https://www.coursera.org/learn/data-collection-framework
data-collection-methods,Data Collection Methods,I enjoyed learning this course from day one till I finish.  The lecturer is awesome and the supplementary materials are well-prepared and extremely informative.  Plentiful scientific literature on sur...,Data Science,Advanced,4.92,12,Coursera,https://www.coursera.org/learn/data-collection-methods
data-driven-astronomy,Data Driven Astronomy,Excellent course for astronomy enthusiasts with really useful and informative Python Assignments.  One of the best MOOCs I have attended.  Great and quick way to learn things,Computer Science,Intermediate,4.75,4,Coursera,https://www.coursera.org/learn/data-driven-astronomy
data-genes-medicine,Data Genes Medicine,Excellent introduction to how to run genetic data analytic applications on a big data infraestructure. The theorical concepts related to data analytics were explained with highly professional quality;...,Data Science,Beginner,4.17,12,Coursera,https://www.coursera.org/learn/data-genes-medicine
data-management,Data Management,I would recommend the course for everyone who is either beginner or an intermediate researcher like me Thank you so much coursera.  I am so delighted.  informative course,Computer Science,Beginner,4.56,27,Coursera,https://www.coursera.org/learn/data-management
data-manipulation,Data Manipulation,"For me, a really nice combination of1.  a theoretical overview of database and data processing concepts, MapReduce and the most important implementations of the various concepts (SQL and NoSQL databas...",Computer Science,Beginner,3.97,106,Coursera,https://www.coursera.org/learn/data-manipulation
data-patterns,Data Patterns,"Amazing! It's an introductory course to key Pattern Discovery techniques with a comprehensive coverage of important subjects.  However, it should be complemented by following the referenced material i...",Computer Science,Beginner,3.5,14,Coursera,https://www.coursera.org/learn/data-patterns
data-products,Data Products,"Interesting things about shiny applications nd creating own swirl courses.  A very good coverage on creating interactive charts using various facilities such as plotly, google vis, and the shiny app f...",Computer Science,Advanced,4.47,144,Coursera,https://www.coursera.org/learn/data-products
data-results,Data Results,The course does not has lecture slides that is better for students to understand.  The big assignment at the end contains instructions that are outdated and incomplete.  Given the length of the course...,Computer Science,Advanced,2.82,22,Coursera,https://www.coursera.org/learn/data-results
data-science-course,Data Science Course,"Goes to the point, warns about thinking wrong about DS because of hype and lack of (scientific) sustainability.  Quiz should be open to all students.",Data Science,Beginner,4.27,364,Coursera,https://www.coursera.org/learn/data-science-course
data-science-project,Data Science Project,"This course created by John Hopkins was designed for thinkers For me this project was harder than all other courses combined but, because of that, also more rewarding! The theory is very scarce so you...",Computer Science,Beginner,3.91,75,Coursera,https://www.coursera.org/learn/data-science-project
data-scientists-tools,Data Scientists Tools,"It's only enter-level for people who don't know R.  For those who already used R, it's not a good choice.  enjoyed the foundational info The course gradually introduces you to new R concepts in a natu...",Computer Science,Beginner,4.27,1637,Coursera,https://www.coursera.org/learn/data-scientists-tools
data-structures,Data Structures,To lock assignments for money is disgusting.  Algorithms in lectures were useless to programming assignment I like this co Excellent material.  Very Interesting course! These assignments significantly...,Computer Science,Advanced,4.45,121,Coursera,https://www.coursera.org/learn/data-structures
data-structures-optimizing-performance,Data Structures Optimizing Performance,Well-structured course with great content.  Well organized course.  I loved the content and the real world assignments in the course,Computer Science,Beginner,4.78,209,Coursera,https://www.coursera.org/learn/data-structures-optimizing-performance
data-visualization,Data Visualization,I am disappointed because the course doesn't provide profound material on data analysis with python.  The videos are too short and the samples demonstrated in the videos aren't thoroughly explained.  ...,Computer Science,Beginner,4.16,120,Coursera,https://www.coursera.org/learn/data-visualization
data-visualization-tableau,Data Visualization Tableau,Interesting course regarding Data Visualization.  Great entry level course to Tableau Awesome introduction to the course.  Very Good Excellent course,Computer Science,Beginner,3.97,77,Coursera,https://www.coursera.org/learn/data-visualization-tableau
data-warehouse-bi-building,Data Warehouse Bi Building,"Unclear, ambiguous direction and material that is unhelpful for building the final project Very useful,I will Recommend this course to my fellow mates .  Excelent course.  Much of your time will be ne...",Arts & Design,Advanced,4.14,21,Coursera,https://www.coursera.org/learn/data-warehouse-bi-building
database-management,Database Management,"Excellent Course and fantastic TEACHER!!! Dr.  Mannino is fantastic! Good Materials with great instructor good course for foundation Very well structured course, with very nice contents.  Needs revisi...",Computer Science,Beginner,4.4,221,Coursera,https://www.coursera.org/learn/database-management
datasci-capstone,Datasci Capstone,An interesting problem to tackle.  I really liked that you started with very raw data and needed to work on many cleaning methods.  Good practice for real data science,Computer Science,Advanced,4.5,2,Coursera,https://www.coursera.org/learn/datasci-capstone
datasciencemathskills,The,"Excelente curso para reforzar conocimientos I really enjoyed the course, and found it really useful- it has inspired me to continue on and study applied mathematics at university! Week one starts with...",Computer Science,Beginner,4.24,46,Coursera,https://www.coursera.org/learn/datasciencemathskills
datavisualization,It,"Breaks down all complexity in Data Visualisation It is worth the cost and effort, but . .",Computer Science,Beginner,4.28,64,Coursera,https://www.coursera.org/learn/datavisualization
dataviz-dashboards,Dataviz Dashboards,Many tools and methods beyond the power of Tableau There were some good modules in this course and the assignments were helpful in applying the principles.  The videos were not as polished as those in...,Computer Science,Intermediate,4.0,5,Coursera,https://www.coursera.org/learn/dataviz-dashboards
dataviz-design,Dataviz Design,A littler redundant when you compare it to the previoud courses. The map part is good.  I found this course extremely useful as it helped me better understand design principles which can be put into g...,Arts & Design,Beginner,3.95,21,Coursera,https://www.coursera.org/learn/dataviz-design
dataviz-visual-analytics,Dataviz Visual Analytics,The data document for assignment is a mess.  I enjoyed the hands-on aspect of this course.  I learned more about using Tableau from it that the prior courses in the specialization,Computer Science,Beginner,3.91,22,Coursera,https://www.coursera.org/learn/dataviz-visual-analytics
datos-tecnicas,Datos Tecnicas,"He aprendido conceptos y tecnicas de calculo muy utiles, interesantes y rigurosas.  Excelente!!! Excelente curso En lo personal siento que tiene demasiado teoria Es un curso complejo requiere de conoc...",Computer Science,Intermediate,4.03,32,Coursera,https://www.coursera.org/learn/datos-tecnicas
decentralization-africa,Decentralization Africa,Great course.  This course cleared up the confusion i previously experienced concerning the concepts.  I will keep recommending the course to friends,Computer Science,Intermediate,4.5,10,Coursera,https://www.coursera.org/learn/decentralization-africa
deceptiondetox,The,"The course could be structured a little bit better and some topics should have been discussed in greater detail.  But in general, I really enjoyed the course and found the two instructors very likable...",Computer Science,Beginner,4.0,8,Coursera,https://www.coursera.org/learn/deceptiondetox
decision-making,Decision Making,"Excellent Introduction!! an usefull introduction to Data world and Ananlytics tools it's my first online course , i liked it too much .  it was an amazing experience Satisfy with the content Its a goo...",Data Science,Beginner,4.51,156,Coursera,https://www.coursera.org/learn/decision-making
decodificando-silicon-valley,Decodificando Silicon Valley,"Excelente curso, muy recomendado Excelente.  Práctico, didáctico e inspirador.  Es una fuente de aprendizaje para los emprendedores",Computer Science,Advanced,4.76,41,Coursera,https://www.coursera.org/learn/decodificando-silicon-valley
deductive-reasoning,Deductive Reasoning,"Excelent second part, very useful.  Hoping to complete all 4 parts.  Great explanations for most subjects",Computer Science,Intermediate,3.8,5,Coursera,https://www.coursera.org/learn/deductive-reasoning
deliver-the-news,Deliver The News,An amazing course indeed Really enjoying the courses so far.  Learning so much from what I already know from past studies and work experience.  This course was excellent and I completed it feeling tha...,Computer Science,Beginner,4.67,12,Coursera,https://www.coursera.org/learn/deliver-the-news
demanda-de-transporte,Demanda De Transporte,"Excelente En mi opinión, para ser un curso de iniciación de Great tutors and classes! I really enjoyed it! Buen curso donde se tocan múltiples temas de los modelos de demanda de transporte.  Abre un m...",Computer Science,Advanced,4.63,19,Coursera,https://www.coursera.org/learn/demanda-de-transporte
demandmanagement,Just,perfect I learn so much about forecasting with assignments ! Thx u Coursera :) Just a great course to get the big picture of Demand Management & permits to be able to get the base to go further & in d...,Business,Advanced,4.67,12,Coursera,https://www.coursera.org/learn/demandmanagement
dementia-care,Dementia Care,Very informative and deliberat This course is vital for every caregiver.  Thank you so much.  Thanks for a highly informative course,Computer Science,Intermediate,5.0,3,Coursera,https://www.coursera.org/learn/dementia-care
democracia,Excelente,"Este curso está excelente.  Sobre todo por su enfoque crítico y analítico.  Enhorabuena por el Curso, espero que puedan continuarlo, e incluso que lo amplien con otro que ya no sea ""Introducción",Computer Science,Beginner,4.82,116,Coursera,https://www.coursera.org/learn/democracia
dental-medicine-penn,Dental Medicine Penn,A bit difficult in terms or using very complicated words. .,Health & Medicine,Beginner,4.89,46,Coursera,https://www.coursera.org/learn/dental-medicine-penn
desarrollo-de-aplicaciones,Desarrollo De Aplicaciones,"Me enseñaron mucho sobre programacion, la maestra es una genio explicando! Muchas Gracias, aprendí muchísimo.  Súper, sólo que me parece que se repiten algunos videos.  Justo lo que Necesitaba Aprende...",Computer Science,Intermediate,4.12,56,Coursera,https://www.coursera.org/learn/desarrollo-de-aplicaciones
desarrollo-musicalidad,Desarrollo Musicalidad,"Too basic Great to learn the basics of music.  Excelente el curso !!!! lo recomiendo mucho !! aprendí conceptos importantes y sobretodo me impulsa a seguir aprendiendo !! Excelente curso, el conocimie...",Computer Science,Beginner,4.82,79,Coursera,https://www.coursera.org/learn/desarrollo-musicalidad
desarrollo-urbano,Desarrollo Urbano,Excellent. .,Computer Science,Intermediate,5.0,3,Coursera,https://www.coursera.org/learn/desarrollo-urbano
desarrollo-videojuegos-unity,Desarrollo Videojuegos Unity,"Un excelente curso que te brinda la guía básica para iniciar en el mundo del desarrollo de los videojuegos.  Bastante bueno para introducirse voy aprendiendo bien, me sirve mucho este curso y es muy b...",Computer Science,Beginner,4.4,55,Coursera,https://www.coursera.org/learn/desarrollo-videojuegos-unity
descriptive-statistics-statistical-distributions-business-application,Descriptive Statistics Statistical Distributions Business Application,Great course! Very informative and all the concepts are very clearly explained! Any one looking for quick refresher course in Business Statics this is the specialization to enroll. Prof/Instructor Sha...,Data Science,Beginner,4.88,17,Coursera,https://www.coursera.org/learn/descriptive-statistics-statistical-distributions-business-application
desenvolvimento-agil-com-java-avancado,Desenvolvimento Agil Com Java Avancado,"Excellent course, pretty straightforward and completely oriented to nowadays agile developments using the latest technologies available in markets.  Love it! Fantástico Excelente curso, ministrado por...",Computer Science,Beginner,4.54,26,Coursera,https://www.coursera.org/learn/desenvolvimento-agil-com-java-avancado
design-coaching-strategy,Design Coaching Strategy,"Just Great.  Actual, Useful, iNTERESTING, amazing teacher,Thank you very muchDomi I have no words to state how much I've learned, on a continuous basis.  Excellent course design and content",Engineering,Intermediate,5.0,3,Coursera,https://www.coursera.org/learn/design-coaching-strategy
design-principles,Design Principles,Learnt alot of new things even though I'd say i've got experience in this field.  Evaluation and conducting interviews as part of principles is a fresh way to look at how we understand design! :) Reco...,Computer Science,Beginner,4.32,85,Coursera,https://www.coursera.org/learn/design-principles
design-research,Design Research,"Very informative and helpful.  Thank you for a great course! HW is a bit boring Nice, expesially the second part of the course.  Good, a lot about research and collecting data",Computer Science,Intermediate,4.5,10,Coursera,https://www.coursera.org/learn/design-research
designexperiments,The,Tough course to get through and very different to the others in the specialisation but knowing about statistics has given me a different view of the world and I have really gained something from doing...,Computer Science,Beginner,2.87,63,Coursera,https://www.coursera.org/learn/designexperiments
designing-organization,Designing Organization,"This is an exceptional introduction to designing an organization.  I greatly enjoy this iMBA specialization in Leadership and look forward to finishing all 7 courses.  In one month, you learn a lot of...",Business,Beginner,4.41,29,Coursera,https://www.coursera.org/learn/designing-organization
deteccion-objetos,Deteccion Objetos,"Bastante interesante pero algo largo Curso muy completo y muy interesante ya que es muy especializado con contenidos de muy alta calidad y muy actualizados, pocos cursos he visto en Coursera equiparab...",Computer Science,Beginner,4.63,38,Coursera,https://www.coursera.org/learn/deteccion-objetos
develop-your-musicianship,Develop Your Musicianship,"This professor is amazing.  He explains things that others just overlook.  I guess that others assume we should already know the basics, but this professor teaches the basics instead of assuming",Computer Science,Beginner,4.73,52,Coursera,https://www.coursera.org/learn/develop-your-musicianship
developer-iot,Developer Iot,"Maybe the course should be split in two, the one using NodeRed and the without I've done quite a few online courses over the past few years, and I consider this is without doubt the poorest.  The lect...",Computer Science,Beginner,4.34,83,Coursera,https://www.coursera.org/learn/developer-iot
developpement-durable,Developpement Durable,"Un très bon tour d'horizon de la question.  Je pense qu'il serait intéressant de le compléter d'un autre nous permettant d'approfondir ces thématiques.  Cest Fantastique, the lessons ;earned here will...",Computer Science,Intermediate,4.31,13,Coursera,https://www.coursera.org/learn/developpement-durable
developpement-urbain,Developpement Urbain,thanks a lot for the very interesting presentation and the photos.,Data Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/developpement-urbain
diabetes,This,"It's an excellent course that gives me the whole view of the disease and the nrw treatments and aproaches very good course This was very detailed course on Diabetes Good course.  Challenging, detailed...",Health & Medicine,Advanced,4.74,77,Coursera,https://www.coursera.org/learn/diabetes
diabetes-essential-facts,Diabetes Essential Facts,"I Excellent learning program. .  Thanks A very interesting course, with all aspects of diabetes well explained",Computer Science,Beginner,5.0,9,Coursera,https://www.coursera.org/learn/diabetes-essential-facts
dianci,Dianci,对于初学建立一个好的框架很有帮助 王教授对于库仑的公式的讲解，真是醍醐灌顶，发现物理秘密的过程原来是那么曲折而有趣。很享受王教授上课啊。 ：）,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/dianci
dianci-2,Dianci 2,本课程编排合理，与电磁学上串联起来，对我有很大帮助。,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/dianci-2
digital,The,"Great and interesting! This course is good, but I think should it be split in two parts because of density of material presented.  its a good course to enhance our skills The professor is very good.  ...",Computer Science,Advanced,4.45,65,Coursera,https://www.coursera.org/learn/digital
digital-analytics,Digital Analytics,"expected so much more! If you took the first course, this is a must to complete the whole picture.  Boring.  Great course, with really good information",Data Science,Beginner,4.1,180,Coursera,https://www.coursera.org/learn/digital-analytics
digital-business-models,Digital Business Models,Basic content that do not explain how business models are applied in digital world The content was excellent but it requires a high interest/attention span on part of the students because very few tea...,Computer Science,Beginner,3.86,7,Coursera,https://www.coursera.org/learn/digital-business-models
digital-democracy,Digital Democracy,A great course Prof.  Halderman explains the concept of Digital Democracy from the past to the current events in our society.  Clear and interesting Excellent and Interactive Course,Computer Science,Beginner,4.83,24,Coursera,https://www.coursera.org/learn/digital-democracy
digital-literacy,Digital Literacy,"This course equip me with the basic information about university and how to research articles which might be very helpful for my future academic study,it contains many useful knowledge and I think tha...",Computer Science,Beginner,4.6,5,Coursera,https://www.coursera.org/learn/digital-literacy
digital-manufacturing-design,Digital Manufacturing Design,very useful An excellent course giving a comprehensive overview of the transformation happening through digital manufacturing & design; unveiling the future industrial trends by exploring the manufact...,Computer Science,Beginner,4.33,15,Coursera,https://www.coursera.org/learn/digital-manufacturing-design
digital-marketing-capstone,Digital Marketing Capstone,Really great experience and a must for every learner! Great way to learn how to prepare a digital marketing plan in a step by step basis.  Overall the course content and quality is good and the lectur...,Computer Science,Advanced,3.77,31,Coursera,https://www.coursera.org/learn/digital-marketing-capstone
digital-storytelling,Digital Storytelling,Great.  I am happy to completed Blended learning course.  Amazing experience and learned lot more,Computer Science,Intermediate,4.17,6,Coursera,https://www.coursera.org/learn/digital-storytelling
digital-systems,Digital Systems,This is a very good course for experts as well as beginners .  Quiz assignments were very challenging .  I like the concept of practice and solved quiz Very useful course with helpful examples and que...,Computer Science,Beginner,4.33,6,Coursera,https://www.coursera.org/learn/digital-systems
digital-thread-components,Digital Thread Components,"Thank you for giving me excellent information on digital thread components.  It is very helpful course for me.  Thank you University of buffalo, The State University of New York and Coursera",Computer Science,Intermediate,4.0,3,Coursera,https://www.coursera.org/learn/digital-thread-components
digital-thread-implementation,Digital Thread Implementation,Thank you for giving me excellent information on digital manufacturing.  It is very helpful course for me.  Thank you The State University of New York and Coursera,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/digital-thread-implementation
digital-transformations,Digital Transformations,"Excellent lecture Highly recommended Decent course content, but fairly basic.  However, the peer graded evaluations are subjective and take too long to get feedback and progress in coursework.  I will...",Computer Science,Beginner,4.43,14,Coursera,https://www.coursera.org/learn/digital-transformations
digitalmedia,It,"Awesome course.  It's packed with tons of information on how to get started making cool interactive programs, especially if you are a music junkie like myself.  Great work! It was very useful for me",Arts & Design,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/digitalmedia
dino101,The,I found this course amazing! It was just what I needed to update my knowledge on the subject.  The videos and the readings were really informative.  Congratulations on a terrific course! Excellent cou...,Education,Beginner,4.94,53,Coursera,https://www.coursera.org/learn/dino101
disability-awareness,Disability Awareness,"very informative and need some improvements.  I would strongly recommend the instructor provide pdf lecture notes that we could save please.  Great course, gets you reflecting on your practice Excelle...",Computer Science,Beginner,4.29,17,Coursera,https://www.coursera.org/learn/disability-awareness
disaster-preparedness,Disaster Preparedness,"I think this is a very practical course for every person This course is amazing.  Very helpful and interesting! Great course, really useful for people who want to pursue a carrier in disaster manageme...",Computer Science,Beginner,4.67,60,Coursera,https://www.coursera.org/learn/disaster-preparedness
discounted-cash-flow,Discounted Cash Flow,"Nice learnings, horrible experience with the exercises.  This Course is very interesting and very practical.  I saw the reality of theories in the Mini Case where PV of Total FCF is equal to Enterpris...",Computer Science,Intermediate,3.67,3,Coursera,https://www.coursera.org/learn/discounted-cash-flow
discrete-mathematics-ch,Discrete Mathematics Ch,nice,Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/discrete-mathematics-ch
discrete-optimization,Discrete Optimization,Wonderful! Excellent second course in machine learning.  I learned a lot in this course and it's definitely well managed and well taught by an amazing professor.  If you want to understand better opti...,Computer Science,Advanced,4.95,19,Coursera,https://www.coursera.org/learn/discrete-optimization
diseno-proyectos-promocion-bienestar,Diseno Proyectos Promocion Bienestar,"Gran curso.  Muy pedagógico y profesional.  Excelente curso, con excelentes profesoras y contenidos",Computer Science,Intermediate,5.0,4,Coursera,https://www.coursera.org/learn/diseno-proyectos-promocion-bienestar
diseno-videojuegos-intro,Diseno Videojuegos Intro,"De los mejores cursos que he tomado It opened my eyes to things I didn't know about game design.  Now, everytime I play a game I try to find the elements described in the course.  It's a different way...",Computer Science,Advanced,4.68,37,Coursera,https://www.coursera.org/learn/diseno-videojuegos-intro
diverse-teams,Diverse Teams,it helped me to remember the importance of diversity.  Many times we tend to prefer teams with less diversity just because it is easier to manage.  This course is a good reminder of what should be don...,Computer Science,Intermediate,3.0,3,Coursera,https://www.coursera.org/learn/diverse-teams
diversity-inclusion-workplace,Diversity Inclusion Workplace,The gives a deeper understanding of managing diversity and inclusion,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/diversity-inclusion-workplace
dmathgen,This,这是一门关于离散数学的入门级课程，对于理解一些在数据结构、算法、图论等计算机理论中经常出现的基本概念是很有帮助的。 great course！ 课很好，当我以为自己听的很懂时，做了quiz发现还是有很多问题，这也让我不断调整自己的学习方式。就是本人是个无敌惫懒货色。。。所以拖着的巨大课程量只能转班次了。。。 挺丰富的一份基础课程，收获颇多。 讲的很好，能够免费的传播知识，这是个很伟大的事情 Thi...,Computer Science,Intermediate,5.0,8,Coursera,https://www.coursera.org/learn/dmathgen
dna-analysis,Dna Analysis,The content is so good.  Wonderful course for anyone who wants to explore bioinformatics.  I really liked the programming assignments,Computer Science,Beginner,4.49,37,Coursera,https://www.coursera.org/learn/dna-analysis
dna-mutations,Dna Mutations,good One of the best specialization on Coursera.  Highly recommended for anyone who wants to apply his/her programming skills to fascinating real-world problems.,Computer Science,Intermediate,4.5,2,Coursera,https://www.coursera.org/learn/dna-mutations
dna-sequencing,Dna Sequencing,Great but too short.  I realize that it is hard to know where to start the course from but it is true that the Introductory Course for the Genomics Specialization has a lot of over lapping material.  ...,Computer Science,Beginner,4.88,40,Coursera,https://www.coursera.org/learn/dna-sequencing
dog-emotion-and-cognition,Dog Emotion And Cognition,Very interesting approach and a very dynamic and positive teacher!A must for all dog lovers! The course was informative and I really enjoyed through out.  Is a great course if you want to understand h...,Computer Science,Advanced,4.58,399,Coursera,https://www.coursera.org/learn/dog-emotion-and-cognition
dopage,Cours,Cours très intéressant et bien fait.  C'était un plaisir Excellent course! Cours très intéressant qui donne une vision globale du dopage dans le sport aussi bien psychologique que juridique et scienti...,Computer Science,Intermediate,5.0,7,Coursera,https://www.coursera.org/learn/dopage
doping,Very,Very good and well structured course.  Very usefull and interesting interviyu It really opens your mind and gives you a better understanding of a very complex topic that is doping Very specific course...,Computer Science,Advanced,4.5,16,Coursera,https://www.coursera.org/learn/doping
droits-de-lhomme,Droits De Lhomme,"Excelente, muy completo, una excelente oportunidad para perfeccionarte.  Exelente Excelente curso! Muchas gracias!!! Cours très intéressant et passionant, donné par professeurs compétents, qui parte d...",Computer Science,Beginner,4.86,105,Coursera,https://www.coursera.org/learn/droits-de-lhomme
drug-commercialization,Drug Commercialization,I learned a lot of new information that will be helpful in my future career path.  Well-organized industrial know-hows and useful concepts of business model This is yet another brilliant module by Dr....,Computer Science,Advanced,4.8,5,Coursera,https://www.coursera.org/learn/drug-commercialization
